,created_at,name,text,followers_count,verified,retweet_count,favorite_count
2553,Thu,coinOK,BTC Price Bitstamp 7631 26 USD Coinbase 7630 01 USD btc bitcoin 2018 06 08 19 30,8690,False,0,0
2554,Wed,michael Gabriel,RT Hi bountyhunters Wanna earn 50 000 Tokens 1 Follow us 2 Retweet amp like ALL our posts 3 Comment your ETH Address,105,False,328,0
2555,Tue,Crypto Beginners (AU),RT DigiByte fee is so CHEAP that 1 Litecoin fee cost of doing 35 998 DGB transactions tran 1 BitcoinCash fee,157,False,43,0
2556,Mon,X_Flips,RT You know it s true Bitcoin btc crypto,175,False,51,0
2557,Sun,Felix Rosenstein,RT Tethering up soon I sense a dump coming bitcoin,45,False,1,0
2558,Sat,MrLatoz,RT Atlantis Blue Digital Token ABDT is listed Fo,0,False,21,0
2559,Fri,michael Gabriel,RT Hello bountyhunters Wanna earn 50 000 Tokens 1 Follow us 2 Retweet amp like ALL our posts 3 Comment with ETH Add,105,False,306,0
2560,Thu,Homhai3333#TraXionICO,Over the next 24 months Game Loot Network will disrupt the rapidly growing blockchain and gaming markets ico,4329,False,0,2
2561,Wed,michael Gabriel,RT bountyhunters earn 50 000 Tokens 1 Follow us 2 Retweet amp like ALL our posts 3 Comment with your ETH Address ER,105,False,225,0
2562,Tue,Unconfirmed Txns,There are currently 285 unconfirmed Bitcoin transactions bitcoin btc BTC freetommy,1958,False,0,1
2563,Mon,نشوان,RT If you re looking to attend the World Blockchain Forum next week but could not get a ticket come to Satoshi Square to,0,False,40,0
2564,Sun,I'm good,RT The urge for humans to mine Bitcoin as the difficulty rises is irresistible and will never stop not even after every fiat,67,False,52,0
2565,Sat,Geoffrey iyke,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,9,False,2350,0
2566,Fri,IRMAK ERTURAN,RT While you trade on the Exchange your holdings will sync with your Coinnup Wallet automatically cryptocurrency bi,1045,False,227,0
2567,Thu,Oscarmartinez,RT says the charts could be pointing to a big breakout ahead for bitcoin,9,False,407,0
2568,Wed,Channelcom,RT We are airdropping 100 LightningNet LNET Follow us join our telegram and retweet this t,118,False,7437,0
2569,Tue,michael Gabriel,RT Wanna earn 50 000 Tokens 1 Follow us 2 Retweet amp Like ALL posts 3 Comment your ETH Address ERC 20 4 Fill the fo,105,False,83,0
2570,Mon,SVICIDALBANKER,The future is here Atomic swaps between Bitcoin and Litecoin over LN executed,11360,False,0,1
2571,Sun,AnySizeDeals,RT RT Join from on June 14 for BitcoinCRE Tickets,337,False,1,0
2572,Sat,PHX Crypto Coach,RT Bitcoin is by far the most energy efficient monetary system we ve ever designed,31,False,570,0
2573,Fri,kavgamin.cicegi,RT The surety airdrop is here receive up to 400 in surety tokens Sign up and complete the airdrop procedure to receive you,1016,False,323,0
2574,Thu,[ Adalberto ],RT Ready for the Blockchain World Conference Book your tickets now and don t miss the chance to be part of the biggest even,667,False,58,0
2575,Wed,flyingTribunal,Bitcoin BTC Ethereum ETH Elastos ELA iExec RLC SKYFchain SKYFT,6,False,0,0
2576,Tue,Fessikay,RT 10 random followers to win 0 05 ETH 1 FOLLOW 2 LIKE AND RETWEET 4 SUBSCRIBE 3 Comment ETH,347,False,83,0
2577,Mon,Humberto javier,RT This ICO pools scammed investors for 2600 ETH Crypto Society ICO pool funding House Crypto Well done you bastards do no,26,False,199,0
2578,Sun,BitSat,LocalCoinSwap produces,2741,False,0,0
2579,Sat,fethi,RT Gold token 1k FOR 50 PEOPLE Follow Like and Retweet Comment your waves address airdrop bounty freecoin freeto,60,False,327,0
2580,Fri,De Currency 1,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,58,False,2350,0
2581,Thu,Bernardo,,86,False,0,0
2582,Wed,KARLC THE RETURN,Reposting via Thank you Bill Gates motivation inspiration,21199,False,0,0
2583,Tue,Muntha Arfine,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,216,False,2350,0
2584,Mon,Fessikay,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,347,False,2350,0
2585,Sun,BTC Lover,MB8 Coin makes top 10 upvoted ICO s in last 7 days on We appreciate the support from t,7577,False,0,1
2586,Sat,CoinTrendz.com,Pump Alert ACT USDT on kucoin Price increase 19 33 Volume 28 77 ACT USDT,11568,False,0,0
2587,Fri,fjccoin,RT They keep telling me You need to diversify your investments I tell them I am I have five hardware wallets wit,1319,False,27,0
2588,Thu,asemakula,That Banks can t do a recovery doesn t mean it s a standard,433,False,0,0
2589,Wed,coinctr,RT Bitcoin buying on the Rise Again in Venezuela Cryptocurrency Blockchain Crypto Bitcoin Btc,1324,False,75,0
2590,Tue,World Seeker,Crypto Millionaire Master Plan What s Wrong With The Education System via,36,False,0,0
2591,Mon,Life By Design 🛩,RT If you don t think Bitcoin is by far the most energy efficient monetary system ever designed you re probably a nocoi,12,False,8,0
2592,Sun,Kane McGukin,Given institutions are largely the actual speculators and responsible for the design of packaging and creating de,82,False,0,1
2593,Sat,Shinchan,RT Annual Economic Costs Banking 1 870B Gold Mining 105B Banking Electricity 63 8B Gold Recycling 40B Paper,26,False,837,0
2594,Fri,GOKCE BAYDOGAN,RT While you trade on the Exchange your holdings will sync with your Coinnup Wallet automatically cryptocurrency bi,1695,False,227,0
2595,Thu,Clarke B,RT The young influentials Next Gen graffiti artoftheday fashion money music contemporaryart facebook painti,973,False,7,0
2596,Wed,cyndiora,RT Don t miss amazing Qurrex TokenSale It s brand new competitor to Binance Poloniex Upbit Bitfinex Bittrex Bitstamp Krake,3499,False,391,0
2597,Tue,Larry 'Coiny' Evans,RT Bitcoin vs Ethereum Stockpiling a Medium of Exchange Opposed to a Supercomputer Bitcoin and Ethereum have radically,19059,False,2,0
2598,Mon,Christina Storey,RT Bitcoin is by far the most energy efficient monetary system we ve ever designed,422,False,570,0
2599,Sun,coinOK,Buy Bitcoin With PayPal Also with CC paysafecard Skrill OKPAY btc bitcoin 19,8690,False,0,0
2600,Sat,Get It Out Now,Watch the Hedge Fund and Family Office Symposium Video wsj nytimes reuters bloomberg,227262,False,0,1
2601,Fri,Cryptos_Alerts,RT What does the future hold for bitcoin and blockchain technology will educate you The CEO of,280,False,6,0
2602,Thu,@ArchieCPea3,RT Don t miss amazing Qurrex TokenSale It s brand new competitor to Binance Poloniex Upbit Bitfinex Bittrex Bitstamp Krake,3352,False,391,0
2603,Wed,Al Bitcoin Bussiness,RT EXCLUSIVE AIRDROP We decided to give 100 000 CALL amp 20 000 000 CALLG to our supporters If you want to join follow t,940,False,293,0
2604,Tue,suherm4n,RT Jbox is giving free FIFA match tickets click on below link to participate FIFAWCOnStarTimes jbxfi,452,False,50,0
2605,Mon,Al Bitcoin Bussiness,RT Martin Kuvandzhiev Bitcoin Gold s Co founder and Operations Leader had officially join,940,False,869,0
2606,Sun,Morhut,RT If you don t think Bitcoin is by far the most energy efficient monetary system ever designed you re probably a nocoi,80,False,8,0
2607,Sat,Bitsonline.com,Fight With Me Craig Wright Calls Bitcoiners to Battle for Financial Freedom,3044,False,0,0
2608,Fri,Airdrop #ERC20,RT Jbox is giving free FIFA match tickets click on below link to participate FIFAWCOnStarTimes jbxfi,968,False,50,0
2609,Thu,Andy,Wow EOS with 12 Billion marketcap has just 104 transactions per day Nothing against EOS but tell me this is no,69,False,0,0
2610,Wed,Bitcoin Empire,RT Bitcoin coffee machine,2580,False,9,0
2611,Tue,Bitcoin $1M [#HODL],Almost every news article today on bitcoin points to a bullish upswing Whether true or not positive news is ofte,838,False,0,4
2612,Mon,MMH Blockchain Group,What Is Cryptocurrency bitcoin blockchain cryptocurrency,135,False,0,0
2613,Sun,Janeth Ilao Cresenci,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,107,False,2350,0
2614,Sat,عبد سعود,RT ContractBet is live now If you have picked your World Cup Winner come and bet on to win up to,0,False,326,0
2615,Fri,chopi,RT I will choose 20 random followers to win 0 2 ETH Please 1 FOLLOW 2 LIKE AND RETWEET 3 Comment your ETH address ai,15,False,19,0
2616,Thu,Houston,The latest The Trading Edge Daily Round UP Thanks to stocks bitcoin,1527,False,0,0
2617,Wed,Triaji Setyo P,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,0,False,2350,0
2618,Tue,Crypto Coalition,Bitcoin Price Analysis June 2,992,False,0,0
2619,Mon,Relevant Track,RT Looking forward to discussing the importance of CyberSecurity in blockchaintechnology at the in NYC next wee,10568,False,53,0
2620,Sun,Relevant Track,RT The scale of crypto ico bitcoin blockchain,10568,False,29,0
2621,Sat,Amazing,RT 444Million Token Airdrop Starts Join Now Airdrop freetoken freecoin erc20 ethereum eth eth,87,False,2257,0
2622,Fri,Relevant Track,RT Malta is the new crypto capital of the world via blockchain ico bitcoin fintech,10568,False,36,0
2623,Thu,Coinboard,Chinese Cryptomining Chip Giant Bitmain Is Considering an IPO via,5663,False,1,1
2624,Wed,Pipitnurul -OLXAcoin.com,RT Hi Decoin Community Our presale stage 2 is open Dtep coin price of 65 for only 14 days We already sold 2 6m worth of dt,719,False,183,0
2625,Tue,Feduss.exe 🐝     ₿,RT If you don t think Bitcoin is by far the most energy efficient monetary system ever designed you re probably a nocoi,206,False,8,0
2626,Mon,Рыжков,RT This ICO pools scammed investors for 2600 ETH Crypto Society ICO pool funding House Crypto Well done you bastards do no,23,False,199,0
2627,Sun,Amazing,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,87,False,2350,0
2628,Sat,Mohammad jufriyadi,RT HappyMonday From everyone at SprintX we want to wish YOU an excellent week full of achievements and opportunities in,512,False,742,0
2629,Fri,Qwinpresh,RT 444Million Token Airdrop Starts Join Now Airdrop freetoken freecoin erc20 ethereum eth eth,237,False,2257,0
2630,Thu,adjiku,RT AST NET tokens will be traded in crypto exchanges as well as in our exchange platform alongside other cryptocurrency co,490,False,237,0
2631,Wed,copytrader.co,Are you experiencing difficulties with your trading Automatically Copy the trades of Pro Bitcoin traders 1 20,68440,False,0,0
2632,Tue,Mohammad jufriyadi,RT We leave you some MondayMotivation to help you get through the day Remember that with SprintX you can turn all your,512,False,994,0
2633,Mon,Lin,RT How to win at life Don t be a sheep amp follow the masses Carve your own path to success amp be happy YearOfTheDog,46,False,108,0
2634,Sun,i buy fake internet money and draw lines,RT When bitcoin was 1 000 people dreamt of 7 000 BTC When bitcoin was 15 000 people dreamt of buying 7 000 BTC Now we,179,False,146,0
2635,Sat,A Traders Life 🥊,If you don t think Bitcoin is by far the most energy efficient monetary system ever designed you re probably a,28845,False,8,21
2636,Fri,Mohammad jufriyadi,RT Remember that SwitchX will be part of the SprintX ecosystem The best Exchange to trade your tokens with other coins,512,False,1188,0
2637,Thu,Lin,RT When you know it s Friday amp the weekend is just around the corner leaving you to just concentrate on Crypto Happy,46,False,39,0
2638,Wed,Nicholas Ward,This is why I bitcoin I m not born to be normal I won t accept it BTC,463,False,0,0
2639,Tue,Theo Chino,Well I might be a toddler in your eyes but since you don t want to talk to me because you might beli,454,False,0,0
2640,Mon,amandajhon56,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,114,False,2350,0
2641,Sun,webspelunker,An early blogpost of mine about bitcoin in secondlife Gives a sense of what was going on in its early days,1389,False,0,0
2642,Sat,Snake Lowng,RT We will raffle 25 000 DVX Worth 0 125 bitcoin 1000 USD off Participation is as easy as it gets Just retweet amp follow,23,False,1,0
2643,Fri,Snake Lowng,RT will raffle 25 000 DVX Worth 0 125 bitcoin 1000 USD off Participation is as easy as it gets Just retweet amp follow,23,False,1,0
2644,Thu,Snake Lowng,RT We will raffle 25 000 DVX Worth 0 125 bitcoin 1000 USD off Participation is as easy as it gets Just retweet amp foll,23,False,1,0
2645,Wed,Snake Lowng,RT We will raffle 25 000 DVX Worth 0 125 bitcoin 1000 USD off Participation is as easy as it gets Just retweet amp fol,23,False,1,0
2646,Tue,SonofaBitcoin,RT Bank of Italy Deputy Governor Gov t Cryptocurrencies Can Save EU up to 76 Bln Advertise IC,556,False,1,0
2647,Mon,CamTheMan,Nice work come check us out crypto cryptocurrency love billionaire fortnite,2704,False,1,1
2648,Sun,Ζaher Ghaibeh,RT Bitcoin is by far the most energy efficient monetary system we ve ever designed,724,False,570,0
2649,Sat,Yemi,Airdrop type send the nex hydro Send minimum 0 002 ETH get 444 444 instanly 0x6fe557181dA,718,False,0,0
2650,Fri,Bitcoin News,Bank of Italy Deputy Governor Gov t Cryptocurrencies Can Save EU up to 76 Bln Advertise,79377,False,1,3
2651,Thu,Bitcoin News,Japanese Syndicate Wallet Hacked 10 Million Reported Missing Advertise ICO,79377,False,0,1
2652,Wed,cholifatun,I am sure this project will be successful vanig tokensale,1377,False,0,0
2653,Tue,Blockchain Business Index,Over 100 blockchain companies listed in the last 48 hours What are you waiting for Get found for the services,95,False,0,0
2654,Mon,Bitcoin News,Mastercard Files Patent for Blockchain System to Secure Card Payments Advertise ICO,79377,False,0,0
2655,Sun,Bitcoin News,Chinese Cryptomining Chip Giant Bitmain Is Considering an IPO Advertise ICO,79377,False,0,0
2656,Sat,Loveth feranmi,RT I will choose 20 random followers to win 0 2 ETH Please 1 FOLLOW 2 LIKE AND RETWEET 3 Comment your ETH address aird,1921,False,86,0
2657,Fri,cholifatun,,1377,False,0,0
2658,Thu,Beau Stoner,RT Cryptonews delivered fresh for your Friday night in Lots to talk about including my amatuerish recording skills bitco,395,False,3,0
2659,Wed,Aus BitCoin Value,The current value of BTC at 09 20 38 on 09 06 2018 AEST is 10 070 27 AUD bitcoin australia,57,False,0,0
2660,Tue,Weslei Rodrigues,RT Check out our new airdrop campaign We re giving a total of 3000 PO8 24 per user,22,False,1315,0
2661,Mon,Qwinpresh,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,237,False,2350,0
2662,Sun,Hanbin. -jfb?,RT What is the technology innovation behind Korona s ecosystem 1 0 koronacoin bitcoin ether,8157,False,669,0
2663,Sat,Nikitas Dimitriadis (BtcGurru),RT says the charts could be pointing to a big breakout ahead for bitcoin,66212,False,407,0
2664,Fri,Rodrigo Fernandes,There is a Descending triangle possibility on bitcoin be careful trading btc,10,False,0,0
2665,Thu,Ezira,RT BTS and STEEM 35 37th in market cap yet the highest performing blockchains in existence at 1 2nd spots Add EOS to,439,False,4,0
2666,Wed,Cryptonizuka Teacher Great,EOS BP chat logs Google Docs copy eos btc bitcoin,78,False,0,0
2667,Tue,Epic Relevance,RT Looking forward to discussing the importance of CyberSecurity in blockchaintechnology at the in NYC next wee,1369,False,53,0
2668,Mon,Hanbin. -jfb?,RT What payment features will Korona s ecosystem provide koronacoin bitcoin ethereum lite,8157,False,1127,0
2669,Sun,Bitcoin $1M [#HODL],The Queensland beach town where you can pay for your holiday in bitcoin,838,False,1,1
2670,Sat,Epic Relevance,RT The scale of crypto ico bitcoin blockchain,1369,False,29,0
2671,Fri,Eldo,RT The SEC Bitcoin can replace sovereign currencies and Cryptocurrencies are not securities A token where I give you,131,False,118,0
2672,Thu,OmarGodDotCom,Create FOMO post There s many other reasons why bitcoin will get out of this bear trend But let s just say it,489,False,0,0
2673,Wed,F.Y.,RT We are airdropping 100 LightningNet LNET Follow us join our telegram and retweet this t,15,False,7437,0
2674,Tue,blockchainfair,RT This will be great exposure for STARIN to attend the upcoming in MELBOURNE on the 16th amp 17th of June at t,401,False,1,0
2675,Mon,kindra ahrens,RT If you re looking to attend the World Blockchain Forum next week but could not get a ticket come to Satoshi Square to,0,False,40,0
2676,Sun,Hanbin. -jfb?,RT Today the ICO will be open Don t Miss Your 25 DISCOUNT Please subscribe to our newsletter to be notified about impor,8157,False,1432,0
2677,Sat,Epic Relevance,RT Malta is the new crypto capital of the world via blockchain ico bitcoin fintech,1369,False,36,0
2678,Fri,Crypto Donald Trump,RT If You Haven t Seen My Podcast with Be Sure To Check It Out When You Have a Minute,88,False,2,0
2679,Thu,SaveuMoney,Mastercard Files Patent for Blockchain System to Secure Card Payments I wil,3557,False,0,0
2680,Wed,General Crypto Store,Anybody know what time it is altcoins dash monero tron neo ethereum bitcoin ripple dogecoin zcash,17,False,0,1
2681,Tue,BitcoinNews.com,Asia and Australia Crypto and Blockchain News Roundup 1st to 7th June 2018 bitcoin blockchain,11628,False,0,0
2682,Mon,Francisco Gordillo,Mastercard Files Patent for Blockchain System to Secure Card Payments bitcoin blockchain fintech,1777,False,0,0
2683,Sun,Hanbin. -jfb?,RT Read this article about Korona Coin koronacoin bitcoin ethereum ICO bountyprogram bountyhunters,8157,False,3126,0
2684,Sat,Marlon Kamdyn,RT Some of the memes from the competition between Autobay and howdoo 400 worth of tokens Join at,3219,False,141,0
2685,Fri,Marlon Kamdyn,RT Finally the winner of the last Autobay amp howdoo Competition 400 worth of tokens Join at ETH,3219,False,147,0
2686,Thu,Marlon Kamdyn,RT NEW COMPETITION Autobay amp howdoo 200 worth of tokens Join at ETH btc btcc BTCP BTCPeek,3219,False,174,0
2687,Wed,Mohammed Quraishi,RT What s next for Bitcoin,200,False,21,0
2688,Tue,Vaisakh Ks,RT GAME X 200 000 000 GMX AIRDROP CONDITION FOLLOW RETWEET LIKE COMMENT YOUR ERC 20 eth btcm crypto payment topbtc,162,False,52,0
2689,Mon,Christ_Over_Fame,The surety airdrop is here receive up to 400 in surety tokens Sign up and complete the airdrop procedure to rece,1245,False,0,0
2690,Sun,Marlon Kamdyn,RT Good Friday Autobayers MVP mvpbuzz f1jp eth ethereum howdoo btc btcc btcp btcpeek bitcoin Blockchain ripple,3219,False,101,0
2691,Sat,Christ_Over_Fame,The surety airdrop is here receive up to 400 in surety tokens Sign up and complete the airdrop procedure to rece,1245,False,0,0
2692,Fri,ttm007,RT 1 Million DENT users achieved 3 weeks before the deadline on our Roadmap Thank you for your support during our first year fo,14,False,227,0
2693,Thu,Nate,RT The Bitcoin hashrate jumped nearly 5 exahash in the last 2 weeks alone To put that gain in perspective it took 8 5 ye,16,False,140,0
2694,Wed,Crimson Crypto,RT Malta is the new crypto capital of the world via blockchain ico bitcoin fintech,226,False,36,0
2695,Tue,Venkat,Mastercard Files Patent for Blockchain System to Secure Card Payments bitcoin cryptocurrency blockchain,646,False,0,0
2696,Mon,Crypto Moses,HARD by my boy REEDEM YOURSELF Put out a DIG forecast If y,100,False,3,6
2697,Sun,Crimson Crypto,RT The scale of crypto ico bitcoin blockchain,226,False,29,0
2698,Sat,Rojo Misin,RT Official release of Whitepaper 2 0 Nullex Whitepaper crypto Cryptocurrency Altcoins Bitcoin,260,False,16,0
2699,Fri,Acenikolov,Don t wasted time join us For 30 position in this magical and incredible program where everybody earns xpander,2,False,0,0
2700,Thu,GVBE,RT Purchase these Originals now for 1 bitcoin a piece Art Cryptos JohnColtrane KurtCobain JimiHendrix MalcolmX Bitcoin,394,False,3,0
2701,Wed,Crimson Crypto,RT Looking forward to discussing the importance of CyberSecurity in blockchaintechnology at the in NYC next wee,226,False,53,0
2702,Tue,Vaisakh Ks,RT GAME X 200 000 000 GMX AIRDROP CONDITION FOLLOW RETWEET LIKE COMMENT YOUR ERC 20 eth btcm crypto payment topbtc,162,False,4,0
2703,Mon,The Big Data Bot,RT Looking forward to discussing the importance of CyberSecurity in blockchaintechnology at the in NYC next wee,545,False,53,0
2704,Sun,Cryptonizuka Teacher Great,EOS Block Producer chat logs with Dan occasionally chiming in Print their own money to buy RAM Already ch,78,False,0,1
2705,Sat,mohammed khalil,RT Bitcoin price forecast to double as experts revise cryptocurrency predictions The Independent,303,False,11,0
2706,Fri,Taufiq Elahi,RT The Beta version of Qurrex amazing trading platform is already online at TokenSale bitcoin crypto,390,False,184,0
2707,Thu,Gerard van Essen,RT Remember everything what we labeled as values can be a result of collective belief systems i e religions or artificia,17,False,3,0
2708,Wed,william,RT Velox Project Update Our April Review and a 250 000 VLX SALE has just been announced on BitcoinTalk Read more about,5470,False,121,0
2709,Tue,dewin,RT 444Million Token Airdrop Starts Join Now Airdrop freetoken freecoin erc20 ethereum eth eth,2378,False,2257,0
2710,Mon,FinansMY,RT The surety airdrop is here receive up to 400 in surety tokens Sign up and complete the airdrop procedure to receive you,125,False,323,0
2711,Sun,william,RT Velox Project Discord amp Telegram Pre Sale Drawings in less than an hour Read more about the Velox 250k VLX Sale at https,5470,False,139,0
2712,Sat,dewin,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,2378,False,2350,0
2713,Fri,Stockspotify,The latest StockSpotify s Stocks to Watch Thanks to crypto bitcoin,9429,False,0,0
2714,Thu,william,RT The VLX Discord has had a makeover Organized channels as well as an addition of international channels Join the Velox Pr,5470,False,195,0
2715,Wed,Яна Германович,RT Did you hear about our 100M deal with Comp Air Aviation They are building the new XTF jet available for domestic purcha,5396,False,103,0
2716,Tue,HungryforFA,RT iF Bitcoin goes To 500 000 by 2020 i will give everyone that retweets this tweet 10 000,36,False,5373,0
2717,Mon,Maroof sohail,RT Putin Cryptocurrency Has Its Place No State Can Have Own Crypto Bitcoin,356,False,50,0
2718,Sun,Wilson Elechi,RT GAME X 200 000 000 GMX AIRDROP CONDITION FOLLOW RETWEET LIKE COMMENT YOUR ERC 20 eth btcm crypto payment topbtc,40,False,52,0
2719,Sat,william,RT VeloxCoin VLX is now supported on asset tracking app for Android amp iOS All Velox Trades holdings and more f,5470,False,144,0
2720,Fri,CryptoNews,Bitcoin Ethereum Ripple Bitcoin Cash EOS Litecoin Cardano Stellar IOTA Price Analysis June 08,10232,False,0,0
2721,Thu,william,RT Less than 5 days until the official veloxcoin 225k sale at Are you prepared bitcoin ethereum,5470,False,126,0
2722,Wed,Яна Германович,RT Did you know is part of team Check out our website crowdsale currently still live get your,5396,False,71,0
2723,Tue,LastKiss-,RT Are you sick amp tired of social media companies sharing your data without permission Viewo respects your privacy ht,5420,False,119,0
2724,Mon,♣PrinceG♣,RT The Beta version of Qurrex amazing trading platform is already online at TokenSale bitcoin crypto,1492,False,184,0
2725,Sun,Snake Lowng,RT Out Now Jackpot Nightcore Jackpot club mix limited by J DOUBLE R Mikrow jackpot buynow,24,False,1,0
2726,Sat,Powpow,How many xrp have you accumulated since you started crypto htmlcoin xrp ripple crypto cryptocurrency lambo,13,False,3,2
2727,Fri,XTZ 29USD,BTC Bitcoin Crypto FF i am trust cryptocurrency print this and put in your desk in your car,912,False,0,1
2728,Thu,Bitcoin Expert-Daily Airdrops,RT 444Million Token Airdrop Starts Join Now Airdrop freetoken freecoin erc20 ethereum eth eth,322,False,2257,0
2729,Wed,HePays.com,I am a gentle domme looking for some new findom paypig bitcoin dating,4321,False,0,0
2730,Tue,william,RT VeloxCoin Trading at 0 00015830BTC at while only priced 0 00013BTC at Onl,5470,False,152,0
2731,Mon,ramachandra rao musunuru,RT When you know it s Friday amp the weekend is just around the corner leaving you to just concentrate on Crypto Happy,20,False,39,0
2732,Sun,HighTechPro,RT Malta is the new crypto capital of the world via blockchain ico bitcoin fintech,12371,False,36,0
2733,Sat,Criptomike,RT How Zerocoin Works in 5 Minutes pivx private ProofOfStake privacy bitcoin zer,66,False,4,0
2734,Fri,Blockchain,RT For those that are interested in crypto currency There s a new ICO Initial Coin Offering that helps cryptocurrency fundin,18025,False,11,0
2735,Thu,Scott B. Suhy,RT SEC Chairman Jay Clayton Says Bitcoin Not a Security Most ICOs Likely Are via,227,False,6,0
2736,Wed,william,RT What s coming up for Velox in June Coin Burns Roadmap Update VLX ETH markets and more Do not miss out on the movement,5470,False,173,0
2737,Tue,HighTechPro,RT The scale of crypto ico bitcoin blockchain,12371,False,29,0
2738,Mon,Thagodz,RT Coinbase acquired a securities dealer to let customers trade their ERC20 tokens More than 13 billion has been raised,85,False,73,0
2739,Sun,cryptonws,RT HouseAfrica is not just an idea HouseAfrica is a working project ready for the public A peek at our MVP site Bitcoin,79,False,152,0
2740,Sat,william,RT Less than one week remains on the 250k VLX Sale Last chance to collect VeloxCoin for less than 14000 Satoshi Participat,5470,False,176,0
2741,Fri,Baba Azam,RT Putin Cryptocurrency Has Its Place No State Can Have Own Crypto Bitcoin,54,False,50,0
2742,Thu,HighTechPro,RT Looking forward to discussing the importance of CyberSecurity in blockchaintechnology at the in NYC next wee,12371,False,53,0
2743,Wed,Arslan,RT Unfortunately centralized platforms like the App and Google Play store monopolize the lionshare of the market s audie,7712,False,31,0
2744,Tue,Nadkumi,RT Road to Twitch Partner My Stream is Live Now,586,False,1,0
2745,Mon,cryptogonelf,RT Did you know that you can use Bitcoin to trade Index Futures 1 20x Leverage Regi,592,False,1,0
2746,Sun,omale,RT HouseAfrica is not just an idea HouseAfrica is a working project ready for the public A peek at our MVP site Bitcoin,11,False,152,0
2747,Sat,Cash - Tag,RT The surety airdrop is here receive up to 400 in surety tokens Sign up and complete the airdrop procedure to receive you,479,False,323,0
2748,Fri,おむすび,RT I will choose 20 random followers to win 0 2 ETH Please 1 FOLLOW 2 LIKE AND RETWEET 3 Comment your ETH address aird,281,False,67,0
2749,Thu,Farid Hawami,RT 444Million Token Airdrop Starts Join Now Airdrop freetoken freecoin erc20 ethereum eth eth,1032,False,2257,0
2750,Wed,fazilalavi,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,21,False,2350,0
2751,Tue,Reggie X,RT How does a Bitcoin Transaction work Infographic blockchain fintech BTC CyberSecurity DLT innovation cryptocurrency,290,False,1,0
2752,Mon,Elixium Crypto,Did you know that you can use Bitcoin to trade Index Futures 1 20x Leverage,55236,False,1,2
2753,Sun,Leia,RT Wanna earn 50 000 Tokens 1 Follow us 2 Retweet amp Like ALL posts 3 Comment your ETH Address ERC 20 4 Fill the fo,427,False,83,0
2754,Sat,Lamine Ndiaye,RT RT Bitcoin Landscape Infographic Cryptocurrency Blockchain Fintech IoT Security Bigdata ETH BTC,1812,False,2,0
2755,Fri,Chuck Russell,Tech In Wake Of Data Breaches Blockchain Technology Can Minimize Financial Fraud bitcoin fintech,31726,False,0,1
2756,Thu,Farid Hawami,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,1032,False,2350,0
2757,Wed,Bitcoin Expert-Daily Airdrops,RT Get More Tokens Send a minimum of 0 001ETH to 0xd506e5e57e22c695bf28c96e73c296051177a678 and get 444 444 tokens The more yo,322,False,2350,0
2758,Tue,Binance lover,RT Hash Card is happy to announce bancor protocol integration Hashcard ico cryptocurrency bitcoin ETHEREUM,1572,False,1,0
2759,Mon,Bitcoin McBitface⚡️,When I m rich enough I will bogdanoff my face irl btc bitcoin btc,5,False,0,0
2760,Sun,Binance lover,RT TRQ LC AMR CVS Broad,1572,False,1,0
2761,Sat,o,RT I will choose 20 random followers to win 0 2 ETH Please 1 FOLLOW 2 LIKE AND RETWEET 3 Comment your ETH address aird,336,False,67,0
2762,Fri,Binance lover,RT First batch of cards is ready to be dispatched Stay tuned for more updates Your Hash Card Team Hashcard Bitcoin,1572,False,1,0
2763,Thu,Crypto Nikitovs,RT Am I the only one waiting for a btc dump down to 6700 Price Volume bearish divergence bearish cycle bitcoin btc h,841,False,2,0
2764,Wed,Aylin Orial,RT Malta is the new crypto capital of the world via blockchain ico bitcoin fintech,460,False,36,0
